Provisional_Death_Counts_for_Influenza__Pneumonia__and_COVID-19_20240928 (1),,,,,,,,,,,,,
Data As Of,Start Week,End Week,Jurisdiction,Age Group,Total Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Month-Year,,,,,,
11/02/2023,09/19/2021,09/25/2021,Colorado,All Ages,938,162,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,Connecticut,All Ages,657,79,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,Delaware,All Ages,248,43,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,District of Columbia,All Ages,99,12,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,Florida,All Ages,5875,1800,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,Georgia,All Ages,2689,867,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,Hawaii,All Ages,320,81,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,Idaho,All Ages,505,177,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,Illinois,All Ages,2390,347,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,Indiana,All Ages,1708,391,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,Iowa,All Ages,726,125,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,Kansas,All Ages,682,160,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,Kentucky,All Ages,1438,492,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,Louisiana,All Ages,1223,266,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,Maine,All Ages,340,55,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,Maryland,All Ages,1129,190,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,Massachusetts,All Ages,1131,131,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,Michigan,All Ages,2086,312,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,Minnesota,All Ages,979,147,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,Mississippi,All Ages,876,242,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,Missouri,All Ages,1536,276,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,Montana,All Ages,305,86,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,Nebraska,All Ages,380,81,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,Nevada,All Ages,688,182,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,New Hampshire,All Ages,273,24,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,New Jersey,All Ages,1521,212,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,New Mexico,All Ages,454,73,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,New York,All Ages,2106,346,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,New York City,All Ages,1140,173,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,North Carolina,All Ages,2521,720,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,North Dakota,All Ages,146,32,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,Ohio,All Ages,3129,777,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,Oklahoma,All Ages,1147,361,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,Oregon,All Ages,1006,229,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,Pennsylvania,All Ages,2945,499,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,Rhode Island,All Ages,219,18,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,South Carolina,All Ages,1519,538,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,South Dakota,All Ages,211,43,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,Tennessee,All Ages,2292,810,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,Texas,All Ages,6137,2141,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,Utah,All Ages,487,100,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,Vermont,All Ages,156,20,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,Virginia,All Ages,1751,397,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,Washington,All Ages,1515,337,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,West Virginia,All Ages,702,231,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,Wisconsin,All Ages,1199,202,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,Wyoming,All Ages,144,54,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,HHS Region 1,All Ages,2776,327,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,HHS Region 2,All Ages,4767,731,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,HHS Region 3,All Ages,6874,1372,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,HHS Region 4,All Ages,18701,5939,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,HHS Region 5,All Ages,11491,2176,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,HHS Region 6,All Ages,9762,3040,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,HHS Region 7,All Ages,3324,642,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,HHS Region 8,All Ages,2231,477,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,HHS Region 9,All Ages,8929,1838,Sep-2021,,,,,,
11/02/2023,09/19/2021,09/25/2021,HHS Region 10,All Ages,3179,803,Sep-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,United States,All Ages,71197,15817,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Alabama,All Ages,1522,414,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Alaska,All Ages,177,64,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Arizona,All Ages,1597,347,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Arkansas,All Ages,803,184,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,California,All Ages,6139,1113,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Colorado,All Ages,1003,190,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Connecticut,All Ages,623,64,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Delaware,All Ages,210,37,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,District of Columbia,All Ages,136,20,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Florida,All Ages,5474,1389,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Georgia,All Ages,2431,697,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Hawaii,All Ages,259,60,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Idaho,All Ages,512,197,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Illinois,All Ages,2455,385,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Indiana,All Ages,1661,355,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Iowa,All Ages,728,131,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Kansas,All Ages,661,135,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Kentucky,All Ages,1431,510,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Louisiana,All Ages,1148,201,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Maine,All Ages,344,44,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Maryland,All Ages,1107,152,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Massachusetts,All Ages,1192,145,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Michigan,All Ages,2263,346,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Minnesota,All Ages,1045,169,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Mississippi,All Ages,802,185,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Missouri,All Ages,1484,279,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Montana,All Ages,301,86,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Nebraska,All Ages,394,66,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Nevada,All Ages,617,176,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,New Hampshire,All Ages,239,22,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,New Jersey,All Ages,1512,197,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,New Mexico,All Ages,508,100,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,New York,All Ages,2277,342,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,New York City,All Ages,1138,160,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,North Carolina,All Ages,2504,634,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,North Dakota,All Ages,171,36,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Ohio,All Ages,3247,774,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Oklahoma,All Ages,1090,303,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Oregon,All Ages,933,193,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Pennsylvania,All Ages,3161,578,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Rhode Island,All Ages,199,20,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,South Carolina,All Ages,1437,444,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,South Dakota,All Ages,194,35,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Tennessee,All Ages,2088,656,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Texas,All Ages,5837,1848,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Utah,All Ages,472,88,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Vermont,All Ages,141,15,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Virginia,All Ages,1808,399,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Washington,All Ages,1501,310,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,West Virginia,All Ages,751,246,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Wisconsin,All Ages,1303,215,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,Wyoming,All Ages,167,61,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,HHS Region 1,All Ages,2738,310,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,HHS Region 2,All Ages,4927,699,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,HHS Region 3,All Ages,7173,1432,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,HHS Region 4,All Ages,17689,4929,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,HHS Region 5,All Ages,11974,2244,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,HHS Region 6,All Ages,9386,2636,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,HHS Region 7,All Ages,3267,611,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,HHS Region 8,All Ages,2308,496,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,HHS Region 9,All Ages,8612,1696,Oct-2021,,,,,,
11/02/2023,09/26/2021,10/02/2021,HHS Region 10,All Ages,3123,764,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,United States,All Ages,68969,14178,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Alabama,All Ages,1415,340,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Alaska,All Ages,152,49,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Arizona,All Ages,1557,317,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Arkansas,All Ages,811,148,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,California,All Ages,6095,1018,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Colorado,All Ages,964,190,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Connecticut,All Ages,621,74,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Delaware,All Ages,206,44,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,District of Columbia,All Ages,111,12,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Florida,All Ages,5071,1071,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Georgia,All Ages,2186,548,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Hawaii,All Ages,270,36,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Idaho,All Ages,478,175,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Illinois,All Ages,2400,310,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Indiana,All Ages,1609,344,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Iowa,All Ages,716,145,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Kansas,All Ages,586,97,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Kentucky,All Ages,1287,383,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Louisiana,All Ages,1122,173,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Maine,All Ages,364,53,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Maryland,All Ages,1213,187,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Massachusetts,All Ages,1168,137,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Michigan,All Ages,2176,350,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Minnesota,All Ages,1047,189,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Mississippi,All Ages,674,126,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Missouri,All Ages,1360,211,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Montana,All Ages,345,122,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Nebraska,All Ages,405,75,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Nevada,All Ages,645,165,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,New Hampshire,All Ages,284,30,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,New Jersey,All Ages,1609,215,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,New Mexico,All Ages,478,86,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,New York,All Ages,2308,357,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,New York City,All Ages,1122,155,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,North Carolina,All Ages,2418,564,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,North Dakota,All Ages,165,44,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Ohio,All Ages,3151,767,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Oklahoma,All Ages,1034,278,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Oregon,All Ages,988,204,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Pennsylvania,All Ages,3097,583,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Rhode Island,All Ages,214,21,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,South Carolina,All Ages,1408,406,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,South Dakota,All Ages,177,29,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Tennessee,All Ages,2021,557,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Texas,All Ages,5449,1529,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Utah,All Ages,461,101,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Vermont,All Ages,110,15,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Virginia,All Ages,1853,353,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Washington,All Ages,1433,262,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,West Virginia,All Ages,693,234,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Wisconsin,All Ages,1269,234,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,Wyoming,All Ages,173,65,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,HHS Region 1,All Ages,2761,330,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,HHS Region 2,All Ages,5039,727,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,HHS Region 3,All Ages,7173,1413,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,HHS Region 4,All Ages,16480,3995,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,HHS Region 5,All Ages,11652,2194,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,HHS Region 6,All Ages,8894,2214,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,HHS Region 7,All Ages,3067,528,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,HHS Region 8,All Ages,2285,551,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,HHS Region 9,All Ages,8567,1536,Oct-2021,,,,,,
11/02/2023,10/03/2021,10/09/2021,HHS Region 10,All Ages,3051,690,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,United States,All Ages,67422,12866,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Alabama,All Ages,1303,282,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Alaska,All Ages,163,50,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Arizona,All Ages,1550,329,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Arkansas,All Ages,733,115,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,California,All Ages,5980,866,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Colorado,All Ages,1022,184,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Connecticut,All Ages,615,61,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Delaware,All Ages,227,29,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,District of Columbia,All Ages,88,12,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Florida,All Ages,4902,876,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Georgia,All Ages,2161,444,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Hawaii,All Ages,263,36,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Idaho,All Ages,473,154,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Illinois,All Ages,2266,313,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Indiana,All Ages,1580,294,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Iowa,All Ages,684,151,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Kansas,All Ages,647,113,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Kentucky,All Ages,1284,371,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Louisiana,All Ages,1058,152,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Maine,All Ages,375,56,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Maryland,All Ages,1106,168,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Massachusetts,All Ages,1215,134,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Michigan,All Ages,2209,401,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Minnesota,All Ages,1023,167,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Mississippi,All Ages,725,125,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Missouri,All Ages,1409,207,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Montana,All Ages,352,124,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Nebraska,All Ages,402,81,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Nevada,All Ages,668,145,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,New Hampshire,All Ages,292,40,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,New Jersey,All Ages,1567,201,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,New Mexico,All Ages,480,96,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,New York,All Ages,2237,364,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,New York City,All Ages,1049,123,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,North Carolina,All Ages,2386,469,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,North Dakota,All Ages,188,67,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Ohio,All Ages,3112,765,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Oklahoma,All Ages,995,216,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Oregon,All Ages,961,151,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Pennsylvania,All Ages,3106,630,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Rhode Island,All Ages,225,20,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,South Carolina,All Ages,1335,313,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,South Dakota,All Ages,193,29,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Tennessee,All Ages,1762,434,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Texas,All Ages,5194,1294,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Utah,All Ages,484,109,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Vermont,All Ages,136,21,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Virginia,All Ages,1722,325,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Washington,All Ages,1441,281,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,West Virginia,All Ages,652,197,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Wisconsin,All Ages,1260,234,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,Wyoming,All Ages,162,47,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,HHS Region 1,All Ages,2858,332,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,HHS Region 2,All Ages,4853,688,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,HHS Region 3,All Ages,6901,1361,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,HHS Region 4,All Ages,15858,3314,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,HHS Region 5,All Ages,11450,2174,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,HHS Region 6,All Ages,8460,1873,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,HHS Region 7,All Ages,3142,552,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,HHS Region 8,All Ages,2401,560,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,HHS Region 9,All Ages,8461,1376,Oct-2021,,,,,,
11/02/2023,10/10/2021,10/16/2021,HHS Region 10,All Ages,3038,636,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,United States,All Ages,66923,11899,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Alabama,All Ages,1232,214,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Alaska,All Ages,177,52,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Arizona,All Ages,1465,291,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Arkansas,All Ages,752,120,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,California,All Ages,6264,893,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Colorado,All Ages,1028,230,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Connecticut,All Ages,669,81,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Delaware,All Ages,244,38,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,District of Columbia,All Ages,110,14,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Florida,All Ages,4615,698,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Georgia,All Ages,2100,377,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Hawaii,All Ages,264,31,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Idaho,All Ages,466,133,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Illinois,All Ages,2486,312,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Indiana,All Ages,1556,292,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Iowa,All Ages,769,148,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Kansas,All Ages,661,108,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Kentucky,All Ages,1156,288,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Louisiana,All Ages,994,99,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Maine,All Ages,337,55,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Maryland,All Ages,1124,177,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Massachusetts,All Ages,1228,139,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Michigan,All Ages,2376,467,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Minnesota,All Ages,1080,192,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Mississippi,All Ages,755,125,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Missouri,All Ages,1318,167,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Montana,All Ages,312,90,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Nebraska,All Ages,418,63,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Nevada,All Ages,671,142,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,New Hampshire,All Ages,265,41,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,New Jersey,All Ages,1540,180,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,New Mexico,All Ages,501,99,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,New York,All Ages,2233,383,Oct-2021,,,,,,
