Provisional_Death_Counts_for_Influenza__Pneumonia__and_COVID-19_20240928 (1),,,,,,,,,,,,,
Data As Of,Start Week,End Week,Jurisdiction,Age Group,Total Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Month-Year,,,,,,
11/02/2023,01/26/2020,02/01/2020,Louisiana,All Ages,965,45,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,Maine,All Ages,298,25,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,Maryland,All Ages,1044,79,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,Massachusetts,All Ages,1188,115,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,Michigan,All Ages,2033,127,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,Minnesota,All Ages,940,79,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,Mississippi,All Ages,644,52,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,Missouri,All Ages,1312,93,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,Montana,All Ages,226,13,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,Nebraska,All Ages,362,33,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,Nevada,All Ages,506,35,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,New Hampshire,All Ages,247,16,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,New Jersey,All Ages,1547,100,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,New Mexico,All Ages,387,35,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,New York,All Ages,2091,164,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,New York City,All Ages,1146,114,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,North Carolina,All Ages,1977,140,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,North Dakota,All Ages,126,11,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,Ohio,All Ages,2499,157,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,Oklahoma,All Ages,847,90,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,Oregon,All Ages,719,38,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,Pennsylvania,All Ages,2767,179,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,Rhode Island,All Ages,216,,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,South Carolina,All Ages,1029,74,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,South Dakota,All Ages,167,10,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,Tennessee,All Ages,1497,130,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,Texas,All Ages,4118,300,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,Utah,All Ages,354,22,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,Vermont,All Ages,107,,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,Virginia,All Ages,1480,87,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,Washington,All Ages,1204,80,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,West Virginia,All Ages,481,36,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,Wisconsin,All Ages,1190,71,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,Wyoming,All Ages,104,,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,HHS Region 1,All Ages,2729,227,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,HHS Region 2,All Ages,4784,378,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,HHS Region 3,All Ages,6091,408,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,HHS Region 4,All Ages,13286,931,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,HHS Region 5,All Ages,10245,713,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,HHS Region 6,All Ages,7006,535,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,HHS Region 7,All Ages,2867,229,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,HHS Region 8,All Ages,1764,113,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,HHS Region 9,All Ages,7662,621,Feb-2020,,,,,,
11/02/2023,01/26/2020,02/01/2020,HHS Region 10,All Ages,2267,135,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,United States,All Ages,59355,4338,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Alabama,All Ages,1127,76,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Alaska,All Ages,93,,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Arizona,All Ages,1226,88,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Arkansas,All Ages,689,60,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,California,All Ages,5902,522,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Colorado,All Ages,835,58,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Connecticut,All Ages,644,44,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Delaware,All Ages,198,,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,District of Columbia,All Ages,111,,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Florida,All Ages,4252,299,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Georgia,All Ages,1793,110,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Hawaii,All Ages,238,21,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Idaho,All Ages,285,19,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Illinois,All Ages,2307,170,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Indiana,All Ages,1340,112,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Iowa,All Ages,653,47,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Kansas,All Ages,520,38,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Kentucky,All Ages,959,102,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Louisiana,All Ages,942,41,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Maine,All Ages,327,36,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Maryland,All Ages,1018,69,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Massachusetts,All Ages,1237,106,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Michigan,All Ages,1992,148,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Minnesota,All Ages,927,67,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Mississippi,All Ages,727,68,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Missouri,All Ages,1298,78,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Montana,All Ages,203,12,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Nebraska,All Ages,336,26,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Nevada,All Ages,554,48,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,New Hampshire,All Ages,255,14,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,New Jersey,All Ages,1518,93,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,New Mexico,All Ages,396,23,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,New York,All Ages,2109,174,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,New York City,All Ages,1145,122,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,North Carolina,All Ages,2057,145,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,North Dakota,All Ages,135,10,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Ohio,All Ages,2531,153,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Oklahoma,All Ages,832,68,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Oregon,All Ages,732,44,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Pennsylvania,All Ages,2771,161,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Rhode Island,All Ages,233,,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,South Carolina,All Ages,1106,79,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,South Dakota,All Ages,149,20,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Tennessee,All Ages,1515,124,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Texas,All Ages,4238,314,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Utah,All Ages,382,29,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Vermont,All Ages,115,,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Virginia,All Ages,1544,78,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Washington,All Ages,1194,79,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,West Virginia,All Ages,496,44,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Wisconsin,All Ages,1063,57,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,Wyoming,All Ages,106,14,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,HHS Region 1,All Ages,2811,208,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,HHS Region 2,All Ages,4772,389,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,HHS Region 3,All Ages,6138,367,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,HHS Region 4,All Ages,13536,1003,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,HHS Region 5,All Ages,10160,707,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,HHS Region 6,All Ages,7097,506,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,HHS Region 7,All Ages,2807,189,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,HHS Region 8,All Ages,1810,143,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,HHS Region 9,All Ages,7920,679,Feb-2020,,,,,,
11/02/2023,02/02/2020,02/08/2020,HHS Region 10,All Ages,2304,147,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,United States,All Ages,58699,4403,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Alabama,All Ages,1106,88,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Alaska,All Ages,93,0,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Arizona,All Ages,1274,107,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Arkansas,All Ages,701,41,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,California,All Ages,5564,507,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Colorado,All Ages,801,56,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Connecticut,All Ages,631,46,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Delaware,All Ages,210,,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,District of Columbia,All Ages,101,,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Florida,All Ages,4225,286,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Georgia,All Ages,1758,109,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Hawaii,All Ages,275,27,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Idaho,All Ages,283,14,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Illinois,All Ages,2271,157,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Indiana,All Ages,1409,106,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Iowa,All Ages,610,46,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Kansas,All Ages,589,44,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Kentucky,All Ages,966,86,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Louisiana,All Ages,934,51,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Maine,All Ages,332,26,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Maryland,All Ages,1027,87,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Massachusetts,All Ages,1236,102,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Michigan,All Ages,2057,129,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Minnesota,All Ages,934,56,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Mississippi,All Ages,671,61,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Missouri,All Ages,1318,79,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Montana,All Ages,195,12,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Nebraska,All Ages,320,30,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Nevada,All Ages,514,35,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,New Hampshire,All Ages,249,12,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,New Jersey,All Ages,1512,87,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,New Mexico,All Ages,397,38,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,New York,All Ages,2058,183,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,New York City,All Ages,1129,105,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,North Carolina,All Ages,2044,165,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,North Dakota,All Ages,141,,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Ohio,All Ages,2488,166,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Oklahoma,All Ages,835,94,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Oregon,All Ages,772,40,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Pennsylvania,All Ages,2780,194,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Rhode Island,All Ages,189,17,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,South Carolina,All Ages,1014,86,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,South Dakota,All Ages,177,12,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Tennessee,All Ages,1382,119,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Texas,All Ages,4293,337,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Utah,All Ages,405,17,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Vermont,All Ages,132,,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Virginia,All Ages,1403,69,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Washington,All Ages,1187,98,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,West Virginia,All Ages,487,45,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Wisconsin,All Ages,1130,88,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,Wyoming,All Ages,90,,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,HHS Region 1,All Ages,2769,212,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,HHS Region 2,All Ages,4699,375,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,HHS Region 3,All Ages,6008,412,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,HHS Region 4,All Ages,13166,1000,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,HHS Region 5,All Ages,10289,702,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,HHS Region 6,All Ages,7160,561,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,HHS Region 7,All Ages,2837,199,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,HHS Region 8,All Ages,1809,114,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,HHS Region 9,All Ages,7627,676,Feb-2020,,,,,,
11/02/2023,02/09/2020,02/15/2020,HHS Region 10,All Ages,2335,152,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,United States,All Ages,58771,4280,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Alabama,All Ages,1117,80,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Alaska,All Ages,89,,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Arizona,All Ages,1285,89,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Arkansas,All Ages,699,65,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,California,All Ages,5760,534,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Colorado,All Ages,871,48,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Connecticut,All Ages,652,46,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Delaware,All Ages,191,12,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,District of Columbia,All Ages,97,,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Florida,All Ages,4261,293,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Georgia,All Ages,1737,100,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Hawaii,All Ages,244,18,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Idaho,All Ages,323,22,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Illinois,All Ages,2291,163,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Indiana,All Ages,1387,116,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Iowa,All Ages,657,53,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Kansas,All Ages,585,50,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Kentucky,All Ages,999,89,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Louisiana,All Ages,928,47,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Maine,All Ages,305,20,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Maryland,All Ages,976,72,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Massachusetts,All Ages,1164,109,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Michigan,All Ages,2106,161,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Minnesota,All Ages,915,77,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Mississippi,All Ages,645,46,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Missouri,All Ages,1324,89,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Montana,All Ages,225,18,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Nebraska,All Ages,316,28,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Nevada,All Ages,536,28,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,New Hampshire,All Ages,284,24,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,New Jersey,All Ages,1511,94,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,New Mexico,All Ages,405,26,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,New York,All Ages,2095,193,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,New York City,All Ages,1071,85,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,North Carolina,All Ages,1914,147,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,North Dakota,All Ages,164,11,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Ohio,All Ages,2537,138,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Oklahoma,All Ages,847,86,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Oregon,All Ages,737,41,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Pennsylvania,All Ages,2687,163,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Rhode Island,All Ages,196,,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,South Carolina,All Ages,1058,58,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,South Dakota,All Ages,177,10,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Tennessee,All Ages,1440,102,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Texas,All Ages,4148,304,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Utah,All Ages,361,18,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Vermont,All Ages,121,,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Virginia,All Ages,1458,81,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Washington,All Ages,1117,75,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,West Virginia,All Ages,477,41,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Wisconsin,All Ages,1176,72,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,Wyoming,All Ages,105,,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,HHS Region 1,All Ages,2722,216,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,HHS Region 2,All Ages,4677,372,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,HHS Region 3,All Ages,5886,376,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,HHS Region 4,All Ages,13171,915,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,HHS Region 5,All Ages,10412,727,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,HHS Region 6,All Ages,7027,528,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,HHS Region 7,All Ages,2882,220,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,HHS Region 8,All Ages,1903,113,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,HHS Region 9,All Ages,7825,669,Feb-2020,,,,,,
11/02/2023,02/16/2020,02/22/2020,HHS Region 10,All Ages,2266,144,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,United States,All Ages,59203,4496,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,Alabama,All Ages,1187,85,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,Alaska,All Ages,92,,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,Arizona,All Ages,1313,88,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,Arkansas,All Ages,666,41,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,California,All Ages,5662,505,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,Colorado,All Ages,831,73,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,Connecticut,All Ages,628,66,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,Delaware,All Ages,163,12,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,District of Columbia,All Ages,120,,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,Florida,All Ages,4234,282,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,Georgia,All Ages,1848,96,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,Hawaii,All Ages,237,16,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,Idaho,All Ages,290,21,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,Illinois,All Ages,2291,168,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,Indiana,All Ages,1437,118,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,Iowa,All Ages,664,47,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,Kansas,All Ages,560,48,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,Kentucky,All Ages,1034,100,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,Louisiana,All Ages,984,58,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,Maine,All Ages,298,30,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,Maryland,All Ages,1091,81,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,Massachusetts,All Ages,1278,118,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,Michigan,All Ages,2018,133,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,Minnesota,All Ages,942,88,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,Mississippi,All Ages,694,71,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,Missouri,All Ages,1316,104,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,Montana,All Ages,239,12,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,Nebraska,All Ages,334,23,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,Nevada,All Ages,520,43,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,New Hampshire,All Ages,231,21,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,New Jersey,All Ages,1597,107,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,New Mexico,All Ages,412,28,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,New York,All Ages,2196,180,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,New York City,All Ages,1105,100,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,North Carolina,All Ages,1957,143,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,North Dakota,All Ages,142,15,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,Ohio,All Ages,2475,158,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,Oklahoma,All Ages,852,96,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,Oregon,All Ages,741,42,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,Pennsylvania,All Ages,2755,174,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,Rhode Island,All Ages,228,16,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,South Carolina,All Ages,1068,71,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,South Dakota,All Ages,156,,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,Tennessee,All Ages,1427,120,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,Texas,All Ages,4075,336,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,Utah,All Ages,406,34,Feb-2020,,,,,,
11/02/2023,02/23/2020,02/29/2020,Vermont,All Ages,139,15,Feb-2020,,,,,,
